OrphaCode,Disease Name,Orpha Epi Type,Orpha Epi Class,Orpha Epi Rate,Orpha Loc,Source,PMID
586,Cystic fibrosis,Prevalence at birth,1-5 / 10 000,28.6,Austria,18442953[PMID]_19403164[PMID],19403164
586,Cystic fibrosis,Prevalence at birth,1-5 / 10 000,40.0,Canada,19403164[PMID],19403164
586,Cystic fibrosis,Prevalence at birth,1-5 / 10 000,16.9,Czech Republic,31241292[PMID],31241292
586,Cystic fibrosis,Prevalence at birth,1-5 / 10 000,11.8,Mexico,19403164[PMID],19403164
586,Cystic fibrosis,Prevalence at birth,1-5 / 10 000,31.3,New Zealand,19403164[PMID],19403164
586,Cystic fibrosis,Prevalence at birth,1-5 / 10 000,55.56,Slovakia,19403164[PMID],19403164
586,Cystic fibrosis,Prevalence at birth,1-5 / 10 000,18.2,Hungary,19403164[PMID],19403164
586,Cystic fibrosis,Prevalence at birth,1-5 / 10 000,48.63,Romania,18442953[PMID]_19403164[PMID],18442953
586,Cystic fibrosis,Prevalence at birth,1-5 / 10 000,48.63,Romania,18442953[PMID]_19403164[PMID],19403164
586,Cystic fibrosis,Prevalence at birth,1-5 / 10 000,40.0,Bulgaria,19403164[PMID],19403164
586,Cystic fibrosis,Prevalence at birth,>1 / 1000,0.0,Specific population,19403164[PMID],19403164
586,Cystic fibrosis,Point prevalence,>1 / 1000,111.0,Specific population,19403164[PMID],19403164
586,Cystic fibrosis,Point prevalence,1-5 / 10 000,29.8,Ireland,18442953[PMID]_19403164[PMID],18442953
586,Cystic fibrosis,Point prevalence,1-5 / 10 000,29.8,Ireland,18442953[PMID]_19403164[PMID],19403164
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,8.39,Austria,18442953[PMID]_19403164[PMID],18442953
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,8.39,Austria,18442953[PMID]_19403164[PMID],19403164
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,5.56,Czech Republic,18442953[PMID]_19403164[PMID],18442953
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,5.56,Czech Republic,18442953[PMID]_19403164[PMID],19403164
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,6.27,Slovakia,18442953[PMID]_19403164[PMID],18442953
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,6.27,Slovakia,18442953[PMID]_19403164[PMID],19403164
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,1.06,Romania,18442953[PMID]_19403164[PMID],18442953
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,1.06,Romania,18442953[PMID]_19403164[PMID],19403164
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,1.3,Lithuania,18442953[PMID]_19403164[PMID],18442953
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,1.3,Lithuania,18442953[PMID]_19403164[PMID],19403164
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,4.31,Luxembourg,18442953[PMID]_19403164[PMID],18442953
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,4.31,Luxembourg,18442953[PMID]_19403164[PMID],19403164
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,5.79,Malta,18442953[PMID]_19403164[PMID],18442953
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,5.79,Malta,18442953[PMID]_19403164[PMID],19403164
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,1.04,Latvia,18442953[PMID]_19403164[PMID],18442953
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,1.04,Latvia,18442953[PMID]_19403164[PMID],19403164
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,3.28,Slovenia,18442953[PMID]_19403164[PMID],18442953
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,3.28,Slovenia,18442953[PMID]_19403164[PMID],19403164
586,Cystic fibrosis,Prevalence at birth,1-5 / 10 000,33.33,Slovenia,18442953[PMID]_19403164[PMID],18442953
586,Cystic fibrosis,Prevalence at birth,1-5 / 10 000,33.33,Slovenia,18442953[PMID]_19403164[PMID],19403164
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,2.56,Poland,18442953[PMID]_19403164[PMID],18442953
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,2.56,Poland,18442953[PMID]_19403164[PMID],19403164
586,Cystic fibrosis,Prevalence at birth,1-5 / 10 000,20.0,Poland,18442953[PMID]_19403164[PMID],18442953
586,Cystic fibrosis,Prevalence at birth,1-5 / 10 000,20.0,Poland,18442953[PMID]_19403164[PMID],19403164
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,6.18,Estonia,18442953[PMID]_19403164[PMID],18442953
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,6.18,Estonia,18442953[PMID]_19403164[PMID],19403164
586,Cystic fibrosis,Prevalence at birth,1-5 / 10 000,22.22,Estonia,18442953[PMID]_19403164[PMID],18442953
586,Cystic fibrosis,Prevalence at birth,1-5 / 10 000,22.22,Estonia,18442953[PMID]_19403164[PMID],19403164
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,3.35,Cyprus,18442953[PMID]_19403164[PMID],18442953
586,Cystic fibrosis,Point prevalence,1-9 / 100 000,3.35,Cyprus,18442953[PMID]_19403164[PMID],19403164
586,Cystic fibrosis,Prevalence at birth,1-5 / 10 000,12.64,Cyprus,18442953[PMID]_19403164[PMID],18442953
586,Cystic fibrosis,Prevalence at birth,1-5 / 10 000,12.64,Cyprus,18442953[PMID]_19403164[PMID],19403164
262,Duchenne and Becker muscular dystrophy,Point prevalence,1-9 / 1 000 000,0.23,United Kingdom,19767415[PMID],19767415
262,Duchenne and Becker muscular dystrophy,Point prevalence,1-5 / 10 000,0.0,United States,25687144[PMID],25687144
550,MELAS,Point prevalence,1-9 / 1 000 000,0.18,Japan,21443929[PMID],21443929
550,MELAS,Point prevalence,1-9 / 100 000,1.63,Finland,9371917[PMID],9371917
550,MELAS,Point prevalence,>1 / 1000,236.0,Specific population,17300999[PMID],17300999
269,Facioscapulohumeral dystrophy,Point prevalence,1-9 / 100 000,4.5,Europe,19320656[PMID]_22217918[PMID]_19767415[PMID]_[EXPERT]_ORPHANET,19320656
269,Facioscapulohumeral dystrophy,Point prevalence,1-9 / 100 000,4.5,Europe,19320656[PMID]_22217918[PMID]_19767415[PMID]_[EXPERT]_ORPHANET,22217918
269,Facioscapulohumeral dystrophy,Point prevalence,1-9 / 100 000,4.5,Europe,19320656[PMID]_22217918[PMID]_19767415[PMID]_[EXPERT]_ORPHANET,19767415
269,Facioscapulohumeral dystrophy,Point prevalence,1-9 / 100 000,4.4,Italy,19320656[PMID],19320656
269,Facioscapulohumeral dystrophy,Point prevalence,1-9 / 100 000,3.95,United Kingdom,19767415[PMID],19767415
269,Facioscapulohumeral dystrophy,Point prevalence,1-9 / 100 000,2.0,Japan,1745328[PMID],1745328
269,Facioscapulohumeral dystrophy,Point prevalence,1-5 / 10 000,12.0,Netherlands,25122204[PMID],25122204
269,Facioscapulohumeral dystrophy,Annual incidence,1-9 / 1 000 000,0.3,Netherlands,25122204[PMID],25122204
480,Kearns-Sayre syndrome,Point prevalence,1-9 / 100 000,2.0,Europe,[EXPERT]_17886296[PMID],17886296
480,Kearns-Sayre syndrome,Point prevalence,1-9 / 1 000 000,0.8,Finland,15781811[PMID],15781811
480,Kearns-Sayre syndrome,Point prevalence,1-9 / 100 000,1.0,United Kingdom,17886296[PMID],17886296
597,Central core disease,Point prevalence,1-9 / 1 000 000,0.4,United Kingdom,19767415[PMID],19767415
607,Nemaline myopathy,Prevalence at birth,1-9 / 100 000,2.0,Europe,ORPHANET_15221447[PMID],15221447
607,Nemaline myopathy,Point prevalence,1-9 / 1 000 000,0.2,United Kingdom,19767415[PMID],19767415
684,Paramyotonia congenita of Von Eulenburg,Point prevalence,1-9 / 1 000 000,0.17,United Kingdom,23516313[PMID],23516313
684,Paramyotonia congenita of Von Eulenburg,Point prevalence,1-9 / 1 000 000,0.94,Netherlands,29606556[PMID],29606556
684,Paramyotonia congenita of Von Eulenburg,Point prevalence,1-9 / 1 000 000,0.0,Europe,ORPHANET_23516313[PMID]_29606556[PMID],23516313
684,Paramyotonia congenita of Von Eulenburg,Point prevalence,1-9 / 1 000 000,0.0,Europe,ORPHANET_23516313[PMID]_29606556[PMID],29606556
273,Steinert myotonic dystrophy,Point prevalence,1-5 / 10 000,12.5,Worldwide,ISBN:702021520[OTHER]_21364698[PMID],70202152
273,Steinert myotonic dystrophy,Point prevalence,1-5 / 10 000,12.5,Worldwide,ISBN:702021520[OTHER]_21364698[PMID],21364698
273,Steinert myotonic dystrophy,Point prevalence,1-5 / 10 000,10.4,United Kingdom,19767415[PMID],19767415
273,Steinert myotonic dystrophy,Point prevalence,1-9 / 100 000,7.9,Iceland,16264243[PMID],16264243
273,Steinert myotonic dystrophy,Point prevalence,1-9 / 100 000,5.3,Serbia,16713671[PMID]_21364698[PMID],16713671
273,Steinert myotonic dystrophy,Point prevalence,1-9 / 100 000,5.3,Serbia,16713671[PMID]_21364698[PMID],21364698
273,Steinert myotonic dystrophy,Point prevalence,1-9 / 100 000,9.13,Japan,1745328[PMID],1745328
273,Steinert myotonic dystrophy,Point prevalence,1-9 / 1 000 000,0.46,"Taiwan, Province of China",12902623[PMID]_21364698[PMID],12902623
273,Steinert myotonic dystrophy,Point prevalence,1-9 / 1 000 000,0.46,"Taiwan, Province of China",12902623[PMID]_21364698[PMID],21364698
273,Steinert myotonic dystrophy,Point prevalence,1-5 / 10 000,14.3,South Africa,3992413[PMID],3992413
273,Steinert myotonic dystrophy,Point prevalence,6-9 / 10 000,76.3,Specific population,4973215[PMID],4973215
273,Steinert myotonic dystrophy,Point prevalence,>1 / 1000,210.5,Specific population,2924205[PMID]_21364698[PMID],2924205
273,Steinert myotonic dystrophy,Point prevalence,>1 / 1000,210.5,Specific population,2924205[PMID]_21364698[PMID],21364698
273,Steinert myotonic dystrophy,Annual incidence,1-9 / 1 000 000,0.2,Serbia,16713671[PMID],16713671
273,Steinert myotonic dystrophy,Point prevalence,1-9 / 100 000,9.31,Italy,11359466[PMID]_21364698[PMID],11359466
273,Steinert myotonic dystrophy,Point prevalence,1-9 / 100 000,9.31,Italy,11359466[PMID]_21364698[PMID],21364698
273,Steinert myotonic dystrophy,Point prevalence,1-5 / 10 000,11.95,Ireland,14960839[PMID]_21364698[PMID],14960839
273,Steinert myotonic dystrophy,Point prevalence,1-5 / 10 000,11.95,Ireland,14960839[PMID]_21364698[PMID],21364698
273,Steinert myotonic dystrophy,Point prevalence,1-5 / 10 000,20.0,Specific population,12784291[PMID]_21364698[PMID],12784291
273,Steinert myotonic dystrophy,Point prevalence,1-5 / 10 000,20.0,Specific population,12784291[PMID]_21364698[PMID],21364698
273,Steinert myotonic dystrophy,Point prevalence,1-9 / 100 000,5.7,Specific population,12784291[PMID]_21364698[PMID],12784291
273,Steinert myotonic dystrophy,Point prevalence,1-9 / 100 000,5.7,Specific population,12784291[PMID]_21364698[PMID],21364698
273,Steinert myotonic dystrophy,Point prevalence,1-5 / 10 000,18.1,Croatia,9088385[PMID]_21364698[PMID],9088385
273,Steinert myotonic dystrophy,Point prevalence,1-5 / 10 000,18.1,Croatia,9088385[PMID]_21364698[PMID],21364698
614,Thomsen and Becker disease,Point prevalence,1-9 / 100 000,1.0,Worldwide,1822774[PMID],1822774
614,Thomsen and Becker disease,Point prevalence,1-9 / 100 000,7.3,Finland,9598722[PMID],9598722
614,Thomsen and Becker disease,Point prevalence,1-9 / 1 000 000,0.9,Italy,7161034[PMID],7161034
614,Thomsen and Becker disease,Point prevalence,1-9 / 1 000 000,0.52,United Kingdom,23516313[PMID],23516313
614,Thomsen and Becker disease,Point prevalence,1-9 / 1 000 000,0.75,Netherlands,29606556[PMID],29606556
163971,"X-linked intellectual disability, Cilliers type",Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_17369115[PMID],17369115
163976,"X-linked intellectual disability, Van Esch type",Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_16053905[PMID],16053905
163979,X-linked intellectual disability-craniofacioskeletal syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_17853486[PMID],17853486
163956,"X-linked intellectual disability, Nascimento type",Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_20412111[PMID],20412111
163961,X-linked cerebral-cerebellar-coloboma syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_15887274[PMID],15887274
324,Fabry disease,Prevalence at birth,1-9 / 1 000 000,0.85,Australia,9918480[PMID],9918480
324,Fabry disease,Prevalence at birth,1-9 / 1 000 000,0.21,Netherlands,10480370[PMID],10480370
324,Fabry disease,Prevalence at birth,1-9 / 1 000 000,0.12,Portugal,14685153[PMID],14685153
324,Fabry disease,Prevalence at birth,1-9 / 1 000 000,0.52,Czech Republic,20490927[PMID],20490927
324,Fabry disease,Prevalence at birth,<1 / 1 000 000,0.015,Turkey,15275696[PMID],15275696
324,Fabry disease,Point prevalence,1-9 / 1 000 000,0.15,United Kingdom,11732485[PMID],11732485
324,Fabry disease,Prevalence at birth,1-9 / 1 000 000,0.25,Japan,22790789[PMID],22790789
324,Fabry disease,Prevalence at birth,1-9 / 100 000,1.11,Sweden,25274184[PMID],25274184
163985,Hyperekplexia-epilepsy syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_30078784[PMID],30078784
778,Rett syndrome,Prevalence at birth,1-9 / 100 000,5.0,Europe,12378695[PMID]_21878110[PMID],12378695
778,Rett syndrome,Prevalence at birth,1-9 / 100 000,5.0,Europe,12378695[PMID]_21878110[PMID],21878110
778,Rett syndrome,Point prevalence,1-9 / 100 000,0.0,France,16647997[PMID]_ORPHANET,16647997
778,Rett syndrome,Point prevalence,1-9 / 100 000,5.0,Sweden,3571139[PMID]_ORPHANET,3571139
778,Rett syndrome,Point prevalence,1-9 / 100 000,0.0,Japan,2803793[PMID],2803793
778,Rett syndrome,Prevalence at birth,1-9 / 100 000,0.0,United States,2063900[PMID],2063900
778,Rett syndrome,Point prevalence,1-9 / 100 000,1.6,United Kingdom,National Congenital Anomaly and Rare Disease Registration Service 2017[INST]_3087206[PMID],3087206
778,Rett syndrome,Prevalence at birth,1-9 / 100 000,3.05,Australia,21587099[PMID]_ORPHANET,21587099
778,Rett syndrome,Point prevalence,1-9 / 100 000,0.0,Australia,21587099[PMID],21587099
778,Rett syndrome,Point prevalence,1-9 / 100 000,0.0,Hong Kong,18174559[PMID],18174559
72,Angelman syndrome,Point prevalence,1-9 / 100 000,7.5,Worldwide,20301323[PMID]_21587322[PMID]_[EXPERT]_ORPHANET,20301323
72,Angelman syndrome,Point prevalence,1-9 / 100 000,7.5,Worldwide,20301323[PMID]_21587322[PMID]_[EXPERT]_ORPHANET,21587322
72,Angelman syndrome,Prevalence at birth,1-9 / 100 000,2.5,Australia,16492624[PMID],16492624
72,Angelman syndrome,Point prevalence,1-9 / 100 000,0.0,Australia,16492624[PMID],16492624
72,Angelman syndrome,Prevalence at birth,1-9 / 100 000,5.0,Spain,12373673[PMID],12373673
72,Angelman syndrome,Point prevalence,1-9 / 100 000,8.3,Spain,12373673[PMID],12373673
72,Angelman syndrome,Prevalence at birth,1-9 / 100 000,1.8,Estonia,16906556[PMID],16906556
72,Angelman syndrome,Point prevalence,1-9 / 100 000,0.0,Estonia,16906556[PMID],16906556
72,Angelman syndrome,Point prevalence,1-5 / 10 000,10.0,Denmark,7573182[PMID],7573182
72,Angelman syndrome,Prevalence at birth,1-9 / 1 000 000,0.5,Denmark,23913711[PMID],23913711
72,Angelman syndrome,Point prevalence,1-9 / 100 000,4.0,United Kingdom,21152085[PMID],21152085
1941,Juvenile absence epilepsy,Annual incidence,1-9 / 100 000,7.5,Europe,8275976[PMID]_ORPHANET,8275976
892,Von Hippel-Lindau disease,Prevalence at birth,1-9 / 100 000,2.3,United Kingdom,20082463[PMID]_[EXPERT],20082463
892,Von Hippel-Lindau disease,Point prevalence,1-9 / 100 000,1.1,United Kingdom,20082463[PMID]_[EXPERT],20082463
892,Von Hippel-Lindau disease,Point prevalence,1-9 / 100 000,2.13,Denmark,27966541[PMID],27966541
892,Von Hippel-Lindau disease,Prevalence at birth,1-9 / 100 000,3.66,Denmark,27966541[PMID],27966541
731,Autosomal recessive polycystic kidney disease,Prevalence at birth,1-9 / 100 000,5.0,Germany,[EXPERT]_9511976[PMID],9511976
138,CHARGE syndrome,Prevalence at birth,1-9 / 100 000,3.5,Canada,15637722[PMID],15637722
138,CHARGE syndrome,Prevalence at birth,1-9 / 100 000,6.5,Worldwide,16959034[PMID],16959034
558,Marfan syndrome,Annual incidence,1-5 / 10 000,25.0,Europe,16325700[PMID]_ORPHANET,16325700
558,Marfan syndrome,Point prevalence,1-5 / 10 000,15.0,Worldwide,20301510[PMID],20301510
558,Marfan syndrome,Prevalence at birth,1-5 / 10 000,10.2,United Kingdom,8151638[PMID],8151638
558,Marfan syndrome,Point prevalence,1-9 / 100 000,7.0,United Kingdom,8151638[PMID],8151638
558,Marfan syndrome,Point prevalence,1-5 / 10 000,10.0,United States,3788757[PMID],3788757
165805,Familial mesial temporal lobe epilepsy with febrile seizures,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_21922598[PMID],21922598
803,Amyotrophic lateral sclerosis,Annual incidence,1-9 / 100 000,2.2,Europe,19710046[PMID]_[EXPERT],19710046
803,Amyotrophic lateral sclerosis,Point prevalence,1-9 / 100 000,5.2,Europe,19192301[PMID]_[EXPERT],19192301
803,Amyotrophic lateral sclerosis,Point prevalence,1-9 / 100 000,3.85,Worldwide,21665992[PMID],21665992
803,Amyotrophic lateral sclerosis,Annual incidence,1-9 / 100 000,1.35,Worldwide,21665992[PMID],21665992
803,Amyotrophic lateral sclerosis,Annual incidence,1-9 / 100 000,1.06,United Kingdom,17898523[PMID]_17219036[PMID],17898523
803,Amyotrophic lateral sclerosis,Annual incidence,1-9 / 100 000,1.06,United Kingdom,17898523[PMID]_17219036[PMID],17219036
803,Amyotrophic lateral sclerosis,Point prevalence,1-9 / 100 000,4.9,United Kingdom,17898523[PMID],17898523
803,Amyotrophic lateral sclerosis,Annual incidence,1-9 / 100 000,2.1,Ireland,10025778[PMID],10025778
803,Amyotrophic lateral sclerosis,Point prevalence,1-9 / 100 000,4.7,Ireland,10025778[PMID],10025778
803,Amyotrophic lateral sclerosis,Annual incidence,1-9 / 100 000,2.4,Finland,6601351[PMID],6601351
803,Amyotrophic lateral sclerosis,Point prevalence,1-9 / 100 000,6.4,Finland,6601351[PMID],6601351
803,Amyotrophic lateral sclerosis,Annual incidence,1-9 / 100 000,2.0,Canada,3762972[PMID]_19494548[PMID]_ ORPHANET,3762972
803,Amyotrophic lateral sclerosis,Annual incidence,1-9 / 100 000,2.0,Canada,3762972[PMID]_19494548[PMID]_ ORPHANET,19494548
803,Amyotrophic lateral sclerosis,Point prevalence,1-9 / 100 000,4.9,Canada,3762972[PMID],3762972
803,Amyotrophic lateral sclerosis,Annual incidence,1-9 / 100 000,1.46,United States,25298019[PMID],25298019
803,Amyotrophic lateral sclerosis,Annual incidence,1-9 / 100 000,1.37,Uruguay,18334826[PMID],18334826
803,Amyotrophic lateral sclerosis,Point prevalence,1-9 / 100 000,1.9,Uruguay,18334826[PMID],18334826
803,Amyotrophic lateral sclerosis,Annual incidence,1-9 / 100 000,1.4,Denmark,2786160[PMID],2786160
803,Amyotrophic lateral sclerosis,Point prevalence,1-9 / 100 000,3.1,Denmark,2786160[PMID],2786160
803,Amyotrophic lateral sclerosis,Annual incidence,1-9 / 100 000,3.0,Italy,19237701[PMID],19237701
803,Amyotrophic lateral sclerosis,Point prevalence,1-9 / 100 000,7.9,Italy,19237701[PMID],19237701
803,Amyotrophic lateral sclerosis,Annual incidence,1-9 / 100 000,2.0,France,19452307[PMID],19452307
803,Amyotrophic lateral sclerosis,Annual incidence,1-9 / 100 000,1.4,Spain,23286747[PMID],23286747
803,Amyotrophic lateral sclerosis,Point prevalence,1-9 / 100 000,5.4,Spain,23286747[PMID],23286747
803,Amyotrophic lateral sclerosis,Annual incidence,1-9 / 100 000,2.2,Norway,21860251[PMID],21860251
803,Amyotrophic lateral sclerosis,Point prevalence,1-9 / 100 000,4.0,Norway,21860251[PMID],21860251
803,Amyotrophic lateral sclerosis,Annual incidence,1-9 / 100 000,2.6,Faroe Islands,22034926[PMID],22034926
803,Amyotrophic lateral sclerosis,Annual incidence,1-9 / 1 000 000,0.42,"Iran, Islamic Republic of",20214678[PMID],20214678
803,Amyotrophic lateral sclerosis,Point prevalence,1-9 / 100 000,1.57,"Iran, Islamic Republic of",20214678[PMID],20214678
803,Amyotrophic lateral sclerosis,Annual incidence,1-9 / 100 000,2.5,Specific population,23052600[PMID],23052600
803,Amyotrophic lateral sclerosis,Point prevalence,1-5 / 10 000,10.8,Specific population,23052600[PMID],23052600
803,Amyotrophic lateral sclerosis,Annual incidence,1-9 / 100 000,1.4,Specific population,22409362[PMID],22409362
803,Amyotrophic lateral sclerosis,Point prevalence,1-9 / 100 000,6.0,Specific population,22409362[PMID],22409362
100,Ataxia-telangiectasia,Prevalence at birth,1-5 / 10 000,10.0,Norway,19339254[PMID],19339254
100,Ataxia-telangiectasia,Point prevalence,1-9 / 1 000 000,0.4,Norway,19339254[PMID],19339254
100,Ataxia-telangiectasia,Prevalence at birth,1-9 / 100 000,1.7,United States,20301790[PMID]_21569628[PMID],20301790
100,Ataxia-telangiectasia,Prevalence at birth,1-9 / 100 000,1.7,United States,20301790[PMID]_21569628[PMID],21569628
100,Ataxia-telangiectasia,Point prevalence,1-9 / 1 000 000,0.49,Europe,ORPHANET_19339254[PMID]_23609960[PMID]_19440741[PMID]_1512613[PMID],19339254
100,Ataxia-telangiectasia,Point prevalence,1-9 / 1 000 000,0.49,Europe,ORPHANET_19339254[PMID]_23609960[PMID]_19440741[PMID]_1512613[PMID],23609960
100,Ataxia-telangiectasia,Point prevalence,1-9 / 1 000 000,0.49,Europe,ORPHANET_19339254[PMID]_23609960[PMID]_19440741[PMID]_1512613[PMID],19440741
100,Ataxia-telangiectasia,Point prevalence,1-9 / 1 000 000,0.49,Europe,ORPHANET_19339254[PMID]_23609960[PMID]_19440741[PMID]_1512613[PMID],1512613
